Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ind_solver,ic3_ind_gen_time,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_8_e7_3752,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_4_e2_325,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_1_e1_1092,invalid,1,9.807,0,17,6,0.03,0.005,9.761,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_12_e2_1618_e1_6030,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_13_e7_2336_e3_3117,invalid,0,0.026,N/A,2,0,0,0.001,0.01,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e7_3191_e2_1864,invalid,0,0.016,N/A,2,0,0,0.001,0.005,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_2_e2_3183_e2_3580,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1a_e2_284_e1_2924,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_4_e3_1540_e1_5048,valid,5,148.139,37 25 15 12,3229,3001,126.82,1.765,144.214,0.006,0.727
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e3_1600_e3_2055,invalid,1,0.261,1,31,17,0.073,0.009,0.181,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e1_1139_e3_1839,invalid,1,11.185,1,18,4,0.069,0.007,11.127,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_rt,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_11_e1_2450_e3_2330,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_a3_e2_2086_e3_2542,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_1_e1_1092_e3_389,invalid,1,17.248,1,20,6,0.123,0.006,17.192,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e2_2924_e1_768,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_11_e1_2450_e7_5791,invalid,0,0.024,N/A,2,0,0,0.001,0.008,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e7_4065,invalid,0,0.024,N/A,2,0,0,0.001,0.01,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_5_e2_2884_e7_3594,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e8_5504_e1_4719,invalid,0,0.027,N/A,2,0,0,0.001,0.012,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_9_e7_170_e3_3647,valid,2,0.308,2,27,16,0.155,0.009,0.264,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_7,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e3_11891_e7_4569_e4_4881,valid,2,0.051,1,13,5,0.003,0.003,0.011,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e2_6104_e2_3308,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_2_e2_1375_e1_418,valid,6,5.252,19 17 15 11 6,740,618,4.082,0.217,4.701,0.004,0.076
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_a3_e2_2086_e1_3235,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_2_e7_25_e1_154,invalid,0,0.025,N/A,2,0,0,0.001,0.01,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_5,valid,4,50.606,12 9 5,366,305,39.362,0.133,50.226,0.002,0.037
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e3_1600_e4_2415,invalid,1,47.705,4,50,27,0.105,0.017,47.567,0.001,0.01
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e2_6104_e3_2607,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e2_2924_e2_1767,invalid,1,58.633,4,54,31,0.091,0.017,58.5,0.001,0.009
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_12_e2_1618,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1,valid,2,0.048,1,13,5,0.003,0.004,0.011,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e2_3606,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_3_e2_5343_e1_988,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_3_e1_2217_e3_1200,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e1_4022_e3_3628,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_8_e3_786_e7_4541,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_2_e2_3183_e3_5972,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_1_e1_1092_e1_1486,invalid,1,31.583,1,18,4,0.093,0.007,31.531,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_a3_e1_3233_e7_906,invalid,0,0.018,N/A,2,0,0,0.001,0.006,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_rt,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e1_3406,invalid,1,293.32,4,51,28,0.186,0.019,293.174,0.001,0.011
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8_e2_1711_e2_2673,valid,2,0.036,1,12,4,0.003,0.003,0.006,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_2_e2_3183_e1_2644,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e3_1600_e5_84,invalid,1,0.634,3,49,29,0.078,0.014,0.52,0,0.008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_1,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_4_e1_4312,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_5_e7_2017_e2_664,invalid,1,0.116,0,11,0,0.002,0.008,0.035,0.001,0.009
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e2_3049_e2_698,invalid,1,17.682,1,20,6,0.088,0.008,17.606,0.001,0.009
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_13_e3_1418_e3_2761,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e7_5406_e3_506,invalid,0,0.027,N/A,2,0,0,0.001,0.012,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_a3_e1_3233_e2_2392,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_11,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_4_e2_2799_e3_1915,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_10_e7_3861_e2_1020,invalid,0,0.022,N/A,2,0,0,0.001,0.007,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e2_3049_e1_946,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_11_e2_1678_e1_3565,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_4_e3_3511_e4_1464,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e2_3049,invalid,1,11.176,1,18,4,0.069,0.005,11.122,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_2_e2_4481,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e3_671_e5_1637,invalid,1,33.139,1,26,12,0.203,0.009,33.081,0,0.007
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8_e2_1711_e7_1962,invalid,0,0.015,N/A,2,0,0,0,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_5,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e3_671_e6_1974,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_rt_e2_3460_e3_1333,invalid,1,94.405,4,61,38,0.225,0.022,94.305,0.001,0.01
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_9_e7_1843_e1_5434,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e3_4821_e5_1536,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_10_e1_998,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_5_e2_2884_e2_1492,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_4,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_11_e3_382_e1_505,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_rt_e1_913_e2_3353,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_2,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_11_e3_382_e4_4421,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_a3_e2_2086_e7_2614,invalid,0,0.017,N/A,2,0,0,0.001,0.006,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_11_e1_2450_e2_1483,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8_e2_1711_e3_1753,valid,2,0.037,1,12,4,0.002,0.003,0.006,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e3_4612_e5_3642,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e1_1691,invalid,1,28.843,1,20,6,0.029,0.006,28.789,0,0.007
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_a3_e3_314_e2_2812,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e7_5406_e7_6697,invalid,0,0.027,N/A,2,0,0,0.001,0.011,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_4,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_7_e2_2872_e2_5844,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_3,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e3_671_e3_941,invalid,1,21.075,0,17,6,0.078,0.005,21.028,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_3_e2_2236_e7_3681,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8,valid,2,0.035,1,12,4,0.002,0.002,0.006,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_3_e2_2236_e1_2305,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_a3_e2_2086_e2_2689,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_11_e2_5396_e3_282,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e3_671_e1_725,invalid,1,28.6,1,20,6,0.101,0.007,28.542,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_6_e7_5046_e7_3623,valid,2,0.048,1,8,0,0,0.003,0.008,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e7_3162_e2_753,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e2_1997_e7_3613_e2_3409,valid,2,0.107,2,23,12,0.009,0.007,0.047,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_5_e2_2884_e3_1882,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1a_e7_3042_e3_1213,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_rt_e2_3460_e7_471,invalid,0,0.017,N/A,2,0,0,0.001,0.006,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e3_1259_e1_5798,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e3_671,invalid,1,15.378,3,47,27,0.254,0.016,15.293,0.001,0.008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_4_e3_3511_e7_3568,invalid,0,0.019,N/A,2,0,0,0.001,0.006,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e2_6104,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_12_e2_1618_e7_4732,invalid,0,0.022,N/A,2,0,0,0.001,0.008,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_a3_e1_3233_e3_2970,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e3_4612_e2_5774,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_9_e7_1843_e3_5316,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e3_4612_e3_1543,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e2_3678,invalid,1,11.209,4,61,38,0.143,0.02,11.07,0.001,0.01
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_5_e1_1835,valid,4,51.341,9 7 4,246,198,45.733,0.088,51.073,0.001,0.025
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_1_e1_1092_e2_1853,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_5_e7_2017_e3_1763,invalid,1,0.199,2,28,11,0.009,0.01,0.101,0,0.007
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_5_e7_2017_e1_5832,invalid,1,0.161,3,34,14,0.013,0.015,0.048,0.001,0.008
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e7_3162_e7_3528,invalid,2,120.346,21 10,529,441,104.637,0.259,119.56,0.005,0.067
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_rt_e2_3460,invalid,1,0.164,0,24,13,0.084,0.007,0.118,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_4_e7_2329,invalid,1,0.145,3,34,14,0.011,0.012,0.031,0,0.007
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_8_e2_1711,valid,2,0.036,1,12,4,0.003,0.002,0.006,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_5,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_4_e2_2799_e2_2251,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_14_e7_3162,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_13_e7_2336_e7_685,invalid,0,0.021,N/A,2,0,0,0.001,0.007,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_3_e1_4783_e1_3755,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1a_e2_284_e2_2755,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_all_e1_1207_e3_1928,invalid,1,98.602,5,64,38,0.176,0.021,98.439,0.001,0.011
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_12_e2_1618_e3_2012,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_6,valid,2,0.047,1,12,4,0.002,0.003,0.01,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_10_e3_3429,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e3_4821_e4_1791,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e3_4612_e8_5861,invalid,0,0.053,N/A,2,0,0,0.001,0.036,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_9_e7_1843,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_2_e7_25_e3_829,invalid,0,0.024,N/A,2,0,0,0.001,0.009,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_3_e2_2236,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_rt_e1_913_e3_2128,invalid,1,29.478,0,24,13,0.157,0.008,29.43,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_8_e3_786,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_11,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2_e7_5406_e2_3084,invalid,0,0.053,N/A,2,0,0,0.001,0.036,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_luke_1b_e2_3049_e3_2697,invalid,1,0.227,0,17,6,0.101,0.006,0.181,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_7_e7_3157_e2_2082,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_1_e1_3184_e7_1888,valid,2,0.078,2,23,12,0.009,0.007,0.019,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_u1_e7_3318,invalid,1,0.056,0,15,4,0.003,0.005,0.014,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all2,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_7_e2_2872_e3_2640,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/FIREFLY_u1,valid,6,25.99,25 23 19 13 7,1354,1202,21.888,0.574,24.701,0.005,0.157
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_10_e2_402,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_all_e7_1941_e2_6086,invalid,0,0.025,N/A,2,0,0,0.001,0.01,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory1/DRAGON_8,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int32/memory2/MESI_2,valid,2,0.029,1,12,4,0.002,0.002,0.006,0,0.001
